	GSM1017517_H1D3_OS.CEL.gz	GSM1017518_H2D3_OS.CEL.gz	GSM1017519_H3D3_OS.CEL.gz	GSM1017520_H4D3_OS.CEL.gz	GSM1017521_H5D3_OS.CEL.gz	GSM1017522_H6D3_OS.CEL.gz	GSM1017523_H7D3_OS.CEL.gz	GSM1017524_H8D3_OS.CEL.gz	GSM1017525_H9D3_OS.CEL.gz	GSM1017526_H10D3_OS.CEL.gz	GSM1017527_H11D3_OS.CEL.gz	GSM1017528_H1D3_TIO.CEL.gz	GSM1017529_H2D3_TIO.CEL.gz	GSM1017530_H3D3_TIO.CEL.gz	GSM1017531_H4D3_TIO.CEL.gz	GSM1017532_H5D3_TIO.CEL.gz	GSM1017533_H6D3_TIO.CEL.gz	GSM1017534_H7D3_TIO.CEL.gz	GSM1017535_H8D3_TIO.CEL.gz	GSM1017536_H9D3_TIO.CEL.gz	GSM1017537_H10D3_TIO.CEL.gz	GSM1017538_H11D3_TIO.CEL.gz	GSM1017539_H1D7_OS.CEL.gz	GSM1017540_H2D7_OS.CEL.gz	GSM1017541_H3D7_OS.CEL.gz	GSM1017542_H4D7_OS.CEL.gz	GSM1017543_H5D7_OS.CEL.gz	GSM1017544_H6D7_OS.CEL.gz	GSM1017545_H7D7_OS.CEL.gz	GSM1017546_H8D7_OS.CEL.gz	GSM1017547_H9D7_OS.CEL.gz	GSM1017548_H10D7_OS.CEL.gz	GSM1017549_H11D7_OS.CEL.gz	GSM1017550_H1D7_TIO.CEL.gz	GSM1017551_H2D7_TIO.CEL.gz	GSM1017552_H3D7_TIO.CEL.gz	GSM1017553_H4D7_TIO.CEL.gz	GSM1017554_H5D7_TIO.CEL.gz	GSM1017555_H6D7_TIO.CEL.gz	GSM1017556_H7D7_TIO.CEL.gz	GSM1017557_H8D7_TIO.CEL.gz	GSM1017558_H9D7_TIO.CEL.gz	GSM1017559_H10D7_TIO.CEL.gz	GSM1017560_H11D7_TIO.CEL.gz
7893445	2.27104173388715	4.84818052108651	5.65245088528087	5.88167767036226	5.85203215183752	3.29043795226982	4.95827457521919	4.01267709783423	3.32147103089826	4.59291558287642	3.82421454459662	2.01379974306179	2.51367021781154	2.32821914597296	3.01602315143337	4.13742641638753	6.24898933625782	5.64905529305466	6.27959959065381	2.5085547643633	4.20559592103849	2.61209962274962	4.67149129404909	2.84962305311399	3.90332681860647	4.89268555469076	2.77854441083134	4.28230168548298	3.52818479387817	4.11272536084506	4.73160016332146	2.89041110627725	3.07804144086361	5.55507290405222	3.53841204194652	2.25088488411571	4.89838321517346	3.17301578729143	3.83825131880947	5.65778241016509	4.79410923147861	4.15413022069839	3.39054068790958	2.89041110627725
7893484	4.07001503058871	2.82640231495103	2.31029435812719	1.61743389741814	5.48718608918268	5.8292745616897	4.36500954379503	4.07001503058871	6.47228797333034	2.26804743995478	1.54392985191351	3.17593197501931	3.68961399361866	2.94856932340342	2.04604066142713	3.65312375875101	4.54135868274797	4.4742665877033	4.26446743739584	3.22578169278007	2.22937737989018	5.47397012762411	3.08803310151298	4.5267903071585	4.69017569805419	2.14770837175969	5.10812276813687	2.17675712682305	4.26898050921472	1.66570087048649	2.74569477938076	3.23638635167096	4.49898067193295	3.00732295423525	1.95903035568824	2.76201633714186	5.44548746596117	2.51571794138007	3.48375519886289	3.29763149327181	2.33694023353414	3.09786359186906	4.62280442657601	2.68736707459001
7893506	2.92237666549044	4.48002175968533	3.67851363989529	3.74414795474309	5.66247495568976	3.50167231174501	3.65159764161567	6.16895282003794	5.24996307321657	5.61060758669191	4.51605916725824	2.93904064890919	4.27067494201885	6.1743408186713	3.7476718899521	4.86028728372426	3.76279530678068	3.9444376593551	6.16139304816439	5.06818097679144	3.15949369335565	5.62510327419364	3.78687819062579	4.84743871253788	5.39089274047958	5.30720560469732	5.18248500697446	4.74763802027632	6.49565196213651	6.29925822320683	5.01348511985832	6.22530931782131	5.04848118307175	3.56694065229503	4.73893973301014	5.93878035217659	4.26277516900626	3.202589429866	4.65097592065952	6.14947983281401	5.87253556745353	5.31404314634485	5.8662888631698	6.12234782937302
7893628	2.51896653459621	4.84419753594099	1.85691797436987	1.73921556051247	2.30604585489238	2.35890305790023	2.34830689042385	5.3451973238294	3.83704460845615	5.26426693789659	5.2368428751255	2.80457632418579	1.87602960605889	6.2492489633006	1.86114509753843	2.81624577465379	2.10971676813333	3.72563868530416	3.12953079711939	4.00805844211579	1.77636128189412	3.49393765305957	4.63141137568852	2.17902379224856	2.19534636843421	5.58289804736696	5.93537864952143	4.50137102195363	6.13381978355476	5.7699919430688	5.39653011486571	4.72979212080686	6.5277057555616	4.45741851069461	6.16093972779595	5.91373757841939	5.17828518871794	2.66896289832978	4.91608543870921	6.40998482810923	5.41811410099844	5.88754829803629	5.86610991251532	6.34829139955791
7893653	4.70096694491086	2.91541478278081	4.16785771388635	4.51439942162973	3.27943526476682	4.12969089598624	1.47165754958917	4.85390480751217	3.88067889237347	3.75512159958198	3.60232507577974	2.45967530226282	2.1047762304089	2.16026254700669	4.72851997612857	5.01268432429174	1.84786287531236	5.10390809550938	6.00277749920951	5.91989862116506	3.82421454459662	4.80066006668271	2.29335893728373	2.80017086151536	1.79240120346652	3.87859181926138	2.10099928500494	1.8124882157249	1.57757230650406	2.96805899565725	1.4938605015512	1.96519323559842	2.99244603475923	3.23875819693892	3.44945976232916	1.75991235596232	2.43882809196428	3.73706543641981	1.80793485040149	5.74121537304743	1.95362738861641	1.95903035568824	5.71856433523641	3.15445272807594
7893657	4.73286731891436	6.24816988169228	4.13764150575539	3.81653210140831	5.87517825411353	4.63583061758528	6.0203673933252	7.71895870973931	4.33064432473865	7.30246823918239	6.63144367060825	5.74277133561692	5.18215942145052	6.77503859235547	3.24324017455627	5.23694104930578	5.87685698986292	5.73249309131967	5.82617743570617	5.67789926209852	5.40650332704533	6.53335495401756	7.46768791717849	7.21713849934952	7.78995022877284	7.32945546185084	7.05436002929214	6.03410822040785	7.87599701970034	8.58364098540452	7.73230848227594	7.48490404414924	8.57447595558625	6.00433207318525	6.64076334374347	8.31077175180243	5.64163037323996	5.18375242185043	5.75731299514283	8.0455915104739	7.81179784855635	7.61918427311565	8.42657467810912	8.14424323955421
7893711	2.88170861721441	3.27104282321552	2.92527054293627	4.50890218091871	3.18755083230989	5.21374563167764	5.62198671986172	5.07581635965913	2.0722778897142	4.27957207626623	4.70238861887608	2.70315896627288	3.59924745536289	4.3373171412923	3.74247181065409	3.78978073341639	3.25878573625228	4.41185700560752	1.93346250884594	2.95824185194824	5.55060569486375	5.77486078320063	5.11643046078884	3.66348058433693	2.46293243401551	3.71502604059192	5.37918673965711	5.38468404485764	4.55411759635994	3.95384922826719	4.62492975315683	4.10941683594078	4.61020714612317	3.65710528292176	4.21874886368855	5.55353760091125	3.25120095830333	5.78713366323032	4.06341005725052	4.27201561630435	5.30079711814588	3.33274749648256	5.70719718459952	4.4076240325103
7893810	4.58358013476633	5.97551412359903	4.62777957172046	5.27795260026841	5.1833334163721	4.80066006668271	4.0957384939344	3.8956004500184	4.87125056233423	4.93198106128161	3.19895801644491	4.42067973588471	3.93715626926699	4.74456150859885	4.17932395267146	6.00991847949636	5.61111268759558	2.36899740439653	5.26784703390305	4.09234268994225	6.18705532520072	5.35271600647879	5.17434698124136	2.09274281354193	6.29909193821139	2.0222143551073	2.79841675871706	4.97214075045685	2.10099928500494	2.24977382535082	5.53567277262778	2.94970601631721	5.20541059702203	2.71993765255356	3.72752260541028	4.78551742619321	4.51439942162973	5.59661213417081	4.59824069523931	2.51571794138007	4.36500954379503	5.04902030473117	3.14482900691056	5.46511765218608
7893814	3.16433513887333	2.49134165240471	1.64688630458528	3.36012639416013	2.95344442053272	1.76667441783464	5.0062669911101	2.14925151390798	1.65043314720964	5.45775447685011	4.90453089595283	1.50268904182429	1.90072460236919	2.5085547643633	2.35465826544919	3.16070619298308	1.63752646937507	1.8124882157249	1.89103660312187	1.83126636225234	6.61760113299202	3.67640214500351	2.79139692044716	1.53446898070029	2.10649881724465	2.58776173284442	3.5676818894096	1.71750011162612	4.31816635586792	4.34218459757235	1.53446898070029	2.73742478454527	3.07266650628107	3.81946902611023	4.33363117031814	4.05349073534245	1.71649777844481	4.39135284237696	2.02106857497004	4.55746106684855	3.17593197501931	2.28423458117316	5.43292731900424	2.56824441707936
7893907	2.19606314261245	2.65386917096194	4.35716020874974	4.09404450323068	4.11934756467961	4.00977066137156	2.37243537794033	1.75207410131138	3.0372053534031	3.06860293309452	1.58453530557283	5.91396689619022	2.50242455822108	3.1880135431404	1.7721490604336	2.22092990693374	5.33823164860625	4.4126097873371	1.68249791829596	3.40681382518839	2.51571794138007	2.33221182832206	5.00921224814487	4.12117595199629	5.65179886255597	3.35544842870364	2.16956450757691	4.00662872330288	3.8047661288045	4.93198106128161	4.4282734971219	2.46361896725887	4.84757181282388	2.64805241272149	3.06103153283319	4.74166510128719	4.26446743739584	5.91396689619022	3.77868292859072	4.23562552608611	2.19715894209594	5.1490486807718	2.71299556208319	5.5536774411126
